quarter,gdp_growth,inflation,unemployment,real_gdp,nominal_gdp,personal_tax,corporate_tax,exports,imports,debt_to_gdp,interest_rate,pcpi,transfer_payments_ratio,federal_expenditures,personal_tax_rates,corporate_tax_rates,government_transfer_payments,federal_surplus,trade_balance,net_foreign_investment_income,simulation_type
1992Q2,2.9509888657003103,133.72026842176885,7.713265264109337,10371.494796523566,6299.575524616183,679.4627523740676,58.67435289849521,572.8079142129296,615.62984478254,3600.973844539057,8.94,133.72026842176885,0.099969393168579,360.85278593603357,0.19773889026220895,0.14140397941306132,685.1218202899265,-541.0995707640569,-86.52773665231213,2.000166947669184,MARL-FRB/US Agent
1992Q3,2.6095906820401633,133.44683711137216,7.937838077513193,10439.37938493319,6320.049760044446,701.6674673794265,48.87234505680689,573.2986789943411,619.0419953461279,3662.658536980436,9.17,133.44683711137216,0.100203397063581,375.25749264047056,0.19773889026220895,0.14140397941306132,690.5701599519672,-241.73239930475842,-99.52846577126236,-5.824483214230665,MARL-FRB/US Agent
1992Q4,2.536868194287223,133.0023685841214,7.924792341144027,10505.798105551752,6338.6346194206535,710.2857839463477,46.98236784570055,561.5898295694366,615.0695612734218,3745.7724329958983,8.92,133.0023685841214,0.100438854126806,775.9901986294037,0.19773889026220895,0.14140397941306132,699.2794000345401,-269.6736117792025,-118.42768871584087,-9.059757929768468,MARL-FRB/US Agent
1993Q1,-0.5325785365030813,131.97783017577717,7.824734948287515,10491.819507044085,6285.230921213603,674.9381874966078,42.242741849952,548.7120691235368,611.3599616742615,3854.25404497887,8.67,131.97783017577717,0.100675843105668,749.0000993183155,0.19773889026220895,0.14140397941306132,700.5394297240143,-550.8376821216443,-105.70826665287811,-4.636407261173997,MARL-FRB/US Agent
1993Q2,0.9375626948362026,130.50158897880362,7.931569018389184,10516.44019649897,6239.482035681437,707.3499821368815,38.362575761200745,540.4673565807522,612.4467612866614,3987.680427434752,8.92,130.50158897880362,0.100914448259776,743.0950848702545,0.19773889026220895,0.14140397941306132,700.2158250828782,-537.5002053825427,-132.90143264294932,-14.190029190792954,MARL-FRB/US Agent
1993Q3,0.64775413456104,128.22115019694792,7.84526652863925,10533.484162193703,6168.888816565828,728.1651448194845,25.180120630819157,521.0297796031781,600.0683357669964,4110.649662165684,8.67,128.22115019694792,0.101154758482327,743.5291557705696,0.13773889160331346,0.14140397941306132,705.5375873691919,-551.0763271798359,-137.7326812117379,-10.273662170439225,MARL-FRB/US Agent
1993Q4,4.409355738922472,125.90852752259984,7.841844137732846,10650.241206164901,6130.9522670132255,748.0591028207068,24.972649046063953,518.163698139511,605.1897035374127,4296.887858781061,8.42,125.90852752259984,0.101396866764861,248.6676424802572,0.13773889160331346,0.14140397941306132,703.9485131174342,-545.7133269743739,-167.11348185545916,-27.0657517867045,MARL-FRB/US Agent
1994Q1,2.1682765570020024,122.62441345063766,7.894802151066881,10708.12963289863,6029.596976531926,749.266909124373,7.619380861353883,504.46482327914504,600.3163015016441,4325.340367930085,8.17,122.62441345063766,0.101640871019501,721.4871298258518,0.13773889160331346,0.13140397963657874,683.8801900969003,-231.81155709902293,-158.67432482334263,-22.273316721375096,MARL-FRB/US Agent
1994Q2,5.522963845086082,118.90126001734103,7.594396263110026,10857.006602367956,5954.150327435108,750.735867221192,7.242217998828984,500.74609141986394,609.1082550813062,4411.163329127839,7.92,118.90126001734103,0.101886874329752,220.84887483622947,0.13773889160331346,0.13140397963657874,671.2644346831404,-507.87270898351335,-175.20063035828832,-27.64057721564061,MARL-FRB/US Agent
1994Q3,3.7687275541642857,115.17557239049873,7.509628276436697,10959.782761098562,5837.844929711148,754.9297644248883,8.122911149069113,497.63628895856544,622.3235739146896,4453.295453346449,7.78,115.17557239049873,0.102134982857697,243.3047493759026,0.13773889160331346,0.13140397963657874,654.3747480686552,-234.91680102145102,-198.42271209717893,-32.441059256063895,MARL-FRB/US Agent
1994Q4,5.607259479947402,110.69352643220948,7.013299213202195,11114.500520234433,5726.129986994261,749.1024591512171,8.507048185516354,487.3352743074427,627.3514612217682,4530.494651123078,8.03,110.69352643220948,0.102385305305159,725.009876776643,0.13773889160331346,0.13140397963657874,653.6038793584397,-238.22848426774755,-228.70915921787312,-38.555143887406565,MARL-FRB/US Agent
1995Q1,1.416610584325184,150.8707692307692,5.483513095070713,11319.951,7522.289,728.213,187.793,781.5700000000002,886.899,4034.816,7.78,150.8707692307692,0.102637952175249,545.7192674010271,0.13773889160331346,0.13140397963657874,822.578,-254.439,-125.736,29.827,MARL-FRB/US Agent
1995Q2,2.882244002838519,152.10746180393684,5.1792173007926925,11401.812729861722,7603.95532436323,743.485616150682,165.82678186249197,803.259008496686,916.049561241649,4078.109076587354,7.53,152.10746180393684,0.102893038412183,1044.6441735167166,0.13773889160331346,0.13140397963657874,824.8133801959824,-270.3575405264735,-137.8278796022463,26.117572942058853,MARL-FRB/US Agent
1995Q3,4.38991312622008,152.90060919287077,5.008964407073123,11527.63431768725,7731.218941073428,760.406192429268,158.80376194152595,830.0447920622461,913.9797336678929,4223.216418468661,7.28,152.90060919287077,0.103150683136995,541.2936438209531,0.13773889160331346,0.13140397963657874,826.6796261147502,-639.7067622347095,-138.59690737852074,-2.324371421688632,MARL-FRB/US Agent
1995Q4,2.8880813968100933,153.78037497058895,4.955334390535238,11611.167383217771,7824.62416238019,810.6638463935797,145.8927431879207,833.3994526820799,920.5692815044897,4272.40236756636,7.53,153.78037497058895,0.103411009077783,524.3639215219137,0.13773889160331346,0.13140397963657874,816.7633328642082,-233.51513693238144,-130.6027752627083,9.921704177261399,MARL-FRB/US Agent
1996Q1,4.161497668125946,155.25750411965393,4.87462065919416,11732.597567198847,7947.724834483302,849.8318417461287,146.11102466374393,839.0571491974534,949.7701611068906,4350.847711131292,7.65,155.25750411965393,0.103674142032638,538.3585523922302,0.13773889160331346,0.13140397963657874,848.5825542085672,-231.8983869235443,-150.92969494504518,18.149182833518157,MARL-FRB/US Agent
1996Q2,7.344066802771465,156.8065381193568,4.784422806465916,11949.999680434974,8137.7304159293,896.5275444946033,152.30401770905257,847.0545226676757,970.0402274625521,4339.7109797866815,7.9,156.8065381193568,0.103940208887739,274.38702733853904,0.13773889160331346,0.13140397963657874,859.4921096231299,-188.45550180663415,-170.54880611876308,7.327469879118061,MARL-FRB/US Agent
1996Q3,3.4834208017571195,157.9932046827342,4.656608647761962,12054.521329647185,8247.813225449752,908.2082242025616,147.91207671678805,845.1631087802939,992.6854345948224,4339.149531976773,7.65,157.9932046827342,0.104209340719338,266.58764858490633,0.13773889160331346,0.13140397963657874,856.4196894197057,15.182670162798221,-199.5176362104639,4.234174857662075,MARL-FRB/US Agent
1996Q4,4.073270753246305,159.71888115194858,4.742815379203501,12177.901788927595,8390.894412614143,921.1496211710472,145.28648290678106,887.4227734628197,1011.1169866992986,4364.988424513332,7.4,159.71888115194858,0.104481672381621,265.4015514871295,0.13773889160331346,0.13140397963657874,852.9975667461111,28.0623774779794,-181.93043944739244,10.685599651853925,MARL-FRB/US Agent
1997Q1,1.9997514609379148,161.07293547720803,4.717665191956677,12238.936171031684,8497.954383669427,950.8979329470255,139.5484244758668,901.5376330485191,1046.0679372592524,4359.68383030667,7.15,161.07293547720803,0.104757340448925,754.2945559456742,0.13773889160331346,0.13140397963657874,878.9771901304097,29.8885636159958,-200.41870030072172,3.370453840157173,MARL-FRB/US Agent
1997Q2,6.351689481236633,161.84969325609504,4.534485400670319,12434.832198557342,8667.463080474161,957.383663055399,139.19927408507095,937.929425372357,1058.587831204651,4366.855857639045,6.9,161.84969325609504,0.105036481026972,272.9981566074381,0.13773889160331346,0.13140397963657874,882.4275073696642,-341.09536099274885,-167.6437874489073,14.516441922321272,MARL-FRB/US Agent
1997Q3,4.7108340300489715,163.05865454991343,4.474330577487562,12582.144024536203,8824.627713510341,1003.5573427063047,145.6865420291066,958.7980549722314,1091.2667419696897,4351.592356350085,7.1,163.05865454991343,0.10531923093073,772.637936055561,0.13773889160331346,0.13140397963657874,888.0906484457324,75.72565130398407,-183.73981631674963,6.761144294353623,MARL-FRB/US Agent
1997Q4,3.1790715821742315,164.33902205544368,4.346882714109302,12682.54130000034,8941.4114050498,1023.2471932556921,134.64634452543103,954.5575717403099,1106.1293426237708,4481.276477910281,7.35,164.33902205544368,0.105605725937653,773.2325267089237,0.13773889160331346,0.13140397963657874,913.6108884477441,-317.69776840157306,-226.40077353349233,-1.7044867178769492,MARL-FRB/US Agent
1998Q1,3.617557439524433,165.04506053104333,4.351531051832991,12797.761086487702,9052.220730150157,1072.3796293472867,139.62873793505733,950.1062368122554,1117.3972973931147,4561.631618725286,7.6,165.04506053104333,0.105896099446813,753.1947566074952,0.13773889160331346,0.13140397963657874,913.6771615691816,-250.55085886225643,-230.35873411520635,4.435745984225929,MARL-FRB/US Agent
1998Q2,2.7678219134159576,165.86908902230329,4.255513086770224,12886.622983253272,9148.697686308338,1117.136524827561,133.17825356471994,934.2479901492728,1123.6952624801786,4552.36687551963,7.85,165.86908902230329,0.106190483279862,1269.1988003701274,0.13773889160331346,0.13140397963657874,921.4460197515232,-235.28063983463593,-257.98522616431575,-1.542775146788654,MARL-FRB/US Agent
1998Q3,4.102766428617599,166.868755930471,4.49422449276805,13019.480181443163,9287.224282804646,1154.204537119814,136.32801287982005,921.0576637965576,1117.1583344501917,4712.880099183559,7.6,166.868755930471,0.106489006518705,786.482360891172,0.13773889160331346,0.13140397963657874,926.8143100490995,-584.270253883554,-282.2012404013284,-14.023838694521212,MARL-FRB/US Agent
1998Q4,5.330952305283176,167.61446649367215,4.5416344134391995,13194.15715896598,9435.034268077816,1223.8569747386878,130.14016462423635,948.8558178204851,1142.1327136253765,4841.4168298739405,7.75,167.61446649367215,0.106791794518745,961.187439764986,0.13773889160331346,0.13140397963657874,937.3788033924071,-196.49380907934398,-288.43964824384585,-16.608265840666803,MARL-FRB/US Agent
1999Q1,2.4956026267517473,167.90767118665377,4.556643745904154,13276.732919625385,9508.35023335296,1242.0921372594953,129.6977509384231,937.8974973432803,1157.4794746228763,4945.98084062862,8.0,167.90767118665377,0.107098967629351,960.6185200105676,0.13773889160331346,0.13140397963657874,949.6646968471058,-314.1614917444527,-285.6461456420634,-8.19726825162417,MARL-FRB/US Agent
1999Q2,1.991116081095612,168.48635691851962,4.728660229845427,13342.98647201439,9557.137294558144,1277.6220667320524,122.09570187472607,943.2343317791555,1190.1956718487354,4943.501506480578,7.75,168.48635691851962,0.107410640722469,461.2407023930922,0.13773889160331346,0.13140397963657874,948.4652822880402,-298.5449775963459,-307.0225669579734,-3.946694670354598,MARL-FRB/US Agent
1999Q3,4.067188859466597,168.63016040934872,4.8922944325456195,13479.349680641548,9631.645659001728,1318.7972746647267,120.70131874916213,962.1226080405406,1233.580203247225,4939.874721090298,7.5,168.63016040934872,0.107726923141335,475.3742202059726,0.13773889160331346,0.13140397963657874,959.2863347943442,80.74502763365793,-333.44057183129036,-4.690185835857701,MARL-FRB/US Agent
1999Q4,6.037287727706087,168.31239950866453,4.803692683700867,13684.33954870474,9749.698766691748,1338.091601235257,117.4220581467318,973.8975175131729,1269.9398411148245,5033.395705134841,7.25,168.31239950866453,0.108047916887456,492.65804191527445,0.13773889160331346,0.13140397963657874,968.5622505652631,75.35200153069646,-351.1421901333022,8.133683483868511,MARL-FRB/US Agent
2000Q1,1.0584283788439564,167.93250766005445,4.8121994951495495,13720.597231059486,9733.099380777554,1381.3878085154936,118.47981485399079,979.6926994207939,1331.0706155287717,5007.071331321816,7.5,167.93250766005445,0.108373716317443,462.8933873766997,0.12773889182683087,0.13140397963657874,960.9171335422898,141.18330097498125,-403.8882884295694,2.498628335100518,MARL-FRB/US Agent
2000Q2,7.239873972221744,166.6852225340227,4.772837585340639,13971.196762985996,9836.883239523224,1388.0859343615857,105.19502220510202,1000.0807536814012,1362.0950442920912,4821.2025178352815,7.25,166.6852225340227,0.108704407637914,681.9959845019781,0.12773889182683087,0.13140397963657874,976.5988419164369,95.88934056383758,-411.18816480128464,8.13224933385505,MARL-FRB/US Agent
2000Q3,0.7836354697815293,165.18123832074698,4.828286392864989,13998.594404775033,9754.44301607798,1390.6002842275616,78.65911199644655,1010.0481606845811,1407.2514629545042,4843.939716799659,7.0,165.18123832074698,0.109040066886546,1172.1598353883207,0.12773889182683087,0.13140397963657874,972.9050310106306,-46.65388258321966,-444.73904710196365,4.764160440595908,MARL-FRB/US Agent
2000Q4,2.8016983074941493,162.94523115664518,4.623648588282781,14096.988185251423,9694.686722030914,1398.2485615400763,63.46749859736373,979.4462664545141,1396.4094174281656,5004.052215855108,6.75,162.94523115664518,0.109380760853581,1174.3106899213772,0.12773889182683087,0.13140397963657874,969.3481047242437,-409.3353171798855,-454.51844259147674,26.893629003198072,MARL-FRB/US Agent
2001Q1,-0.9422233786054337,160.6955648331404,4.912934838105487,14063.82098463713,9539.285537091338,1467.461707543251,30.381644562431987,943.8114310286225,1349.513797820346,5208.901694028556,6.5,160.6955648331404,0.109726546506346,689.5530028224871,0.12773889182683087,0.13140397963657874,979.0413926825911,-381.9819126128871,-459.7077444329157,6.807964216669069,MARL-FRB/US Agent
2001Q2,2.822248377361802,157.66454705347903,5.114908864513112,14163.400860343918,9449.81684567217,1491.3871324828174,13.932506471267056,886.8491241443315,1247.0624336597184,5068.774426997615,6.73,157.66454705347903,0.110077470842707,701.91102014832,0.12773889182683087,0.13140397963657874,982.4296054712559,-30.46527645275838,-422.3866893318804,-3.2211365016009164,MARL-FRB/US Agent
2001Q3,-1.5321694178069833,153.59134407305365,5.559778934477877,14109.25280741209,9226.569903224166,1286.8661526610001,10.58611957961631,811.4886478084848,1164.551970577868,5190.563670693525,6.57,153.59134407305365,0.110433572317617,707.0723642137541,0.12773889182683087,0.13140397963657874,962.4456646003661,-221.80757909201145,-454.8501469016486,-41.88225957250527,MARL-FRB/US Agent
2001Q4,1.5724584178066432,148.72287643800144,6.304152865104185,14164.827505333486,9051.443199678824,1385.9040312374457,7.981146058351448,747.227506442744,1085.9575969733407,5321.911702313169,6.32,148.72287643800144,0.110794881899888,1217.7143367958195,0.12773889182683087,0.13140397963657874,975.4638661362096,-106.4778041684819,-399.78256707603964,0.001012863734228103,MARL-FRB/US Agent
2002Q1,3.264213364431612,144.14582807353224,6.547232443176365,14280.892987467698,8897.549249902757,1222.2035559623973,6.361439352338564,729.3206835120147,1074.8410054807446,5465.452397244629,6.07,144.14582807353224,0.111161422276066,742.2241135897937,0.12773889182683087,0.13140397963657874,972.1836058493379,-598.0851260608217,-460.31365545507225,-53.918065136052036,MARL-FRB/US Agent
2002Q2,2.750460854337433,139.98247132023974,6.737149499309635,14379.428966232152,8716.510310114885,1217.0445869519724,6.567678276871207,723.5626936700323,1094.273063698898,5486.99542723049,6.32,139.98247132023974,0.111533211022401,758.4797625946346,0.12773889182683087,0.13140397963657874,957.1218751875136,-284.2362483983682,-507.04347942125054,-86.88606152132519,MARL-FRB/US Agent
2002Q3,1.622749618951502,180.4212121212121,5.740611949501817,14519.633,10984.04,1052.19,157.959,1015.56,1463.107,4314.504,6.57,180.4212121212121,0.111910262128689,645.5156896301063,0.12773889182683087,0.19140397829547423,1183.716,-278.668,-459.416,43.47499999999997,MARL-FRB/US Agent
2002Q4,-1.6665744105459623,181.28034066601947,5.907724495333444,14459.26372766488,11067.221746924915,1034.313427361366,164.0225282177052,1001.5096422589303,1466.7102257768672,4449.441655909776,6.82,181.28034066601947,0.112292586330221,1160.6769401306124,0.12773889182683087,0.19140397829547423,1207.2577201033384,-376.8632662788128,-491.6352037792822,32.67426198488576,MARL-FRB/US Agent
2003Q1,-0.5336354536304104,182.44828774966376,6.214045204841178,14439.986649793058,11086.200739533513,1013.4111590311219,164.99697761992857,983.6536763770379,1442.558150844288,4692.528044757225,7.04,182.44828774966376,0.112680190652636,1166.165778439336,0.12773889182683087,0.19140397829547423,1227.3061154835646,-832.9006087981809,-548.7984653562734,-29.864275488183516,MARL-FRB/US Agent
2003Q2,-0.41822420249175707,180.8080282273447,6.972504492495501,14424.896660164823,11044.566777133705,1026.864510730809,143.6066089788524,964.5273133467647,1394.7133453331742,4917.384015127687,7.06,180.8080282273447,0.113073078340461,1196.6818545234078,0.12773889182683087,0.19140397829547423,1242.7835454749306,-914.3006410152059,-511.60179282543896,-27.64288883636277,MARL-FRB/US Agent
2003Q3,4.49906256538668,179.93584744331312,7.242597894289805,14588.058817409967,11115.053648546667,964.4379294030747,144.8971130877379,967.4429749324703,1375.8890304805993,5197.034427863148,6.81,179.93584744331312,0.113471248746759,698.0923712918143,0.12773889182683087,0.19140397829547423,1256.5167636947322,-1017.7529925518731,-496.9361851705885,-33.20732354616341,MARL-FRB/US Agent
2003Q4,3.071908846894189,177.48940148282566,7.180081680790784,14700.523081971083,11100.270312300296,1042.556229430688,142.39892394235866,985.8696216295112,1394.4112478640823,5403.273802436411,6.56,177.48940148282566,0.11387469748381,1188.7653385753115,0.12773889182683087,0.19140397829547423,1252.7573813806337,-595.5715135754795,-489.51417102335614,-16.877965838712424,MARL-FRB/US Agent
